Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
23,No,Non-Travel,373,Research & Development,28,2,Human Resources,1,1356,1,Male,51,3,2,Sales Executive,2,Single,2126,4597,0,Y,No,17,3,2,80,0,11,2,3,20,2,1,3
47,Yes,Travel_Rarely,287,Research & Development,27,4,Human Resources,1,1373,3,Male,57,3,1,Research Scientist,1,Single,11892,26634,1,Y,Yes,11,3,3,80,1,10,2,3,1,4,1,7
43,No,Travel_Frequently,852,Research & Development,2,3,Other,1,1373,3,Male,43,2,1,Sales Representative,3,Single,3094,19169,3,Y,No,17,3,4,80,0,5,3,3,16,4,0,9
34,No,Travel_Rarely,204,Research & Development,10,3,Life Sciences,1,1232,3,Female,59,2,1,Research Scientist,4,Married,2521,26077,7,Y,No,25,3,2,80,0,34,6,3,1,6,0,1
51,No,Travel_Frequently,1337,Research & Development,13,2,Marketing,1,1880,4,Female,35,3,2,Laboratory Technician,3,Married,4528,15316,8,Y,No,13,3,3,80,3,17,2,2,20,3,0,12
55,No,Travel_Rarely,1490,Research & Development,9,2,Life Sciences,1,190,4,Male,72,3,3,Laboratory Technician,3,Single,9830,6934,0,Y,No,14,3,4,80,0,16,2,2,0,5,0,3
24,No,Non-Travel,860,Sales,21,1,Medical,1,766,4,Male,58,3,4,Research Scientist,4,Single,2134,22631,0,Y,No,21,3,3,80,1,34,3,3,7,0,1,8
50,No,Travel_Rarely,1267,Research & Development,6,3,Life Sciences,1,501,4,Male,36,2,3,Sales Executive,3,Married,8755,18641,7,Y,No,22,4,3,80,1,1,2,2,0,7,2,1
52,No,Travel_Rarely,599,Sales,2,4,Life Sciences,1,908,1,Male,43,2,3,Sales Executive,4,Married,7507,4461,0,Y,No,15,3,1,80,0,5,4,2,22,13,2,2
29,Yes,Travel_Rarely,715,Sales,18,3,Marketing,1,865,3,Male,86,3,4,Research Director,3,Single,2122,14223,5,Y,Yes,18,3,4,80,2,6,3,3,8,0,1,7
40,Yes,Travel_Rarely,119,Research & Development,1,3,Medical,1,1106,1,Male,89,2,2,Human Resources,4,Single,3636,3942,3,Y,Yes,13,3,3,80,0,8,3,3,1,9,0,3
53,No,Travel_Rarely,1468,Sales,15,5,Medical,1,647,3,Male,33,2,3,Laboratory Technician,3,Divorced,3400,4478,1,Y,No,14,3,2,80,1,20,3,2,10,1,1,5
27,No,Travel_Rarely,1324,Research & Development,4,1,Marketing,1,1305,4,Male,85,3,1,Sales Executive,4,Single,10232,10466,1,Y,No,11,3,2,80,1,11,4,3,5,0,1,4
47,No,Travel_Rarely,631,Research & Development,13,3,Technical Degree,1,1814,1,Female,60,3,3,Research Scientist,3,Single,7137,14746,4,Y,No,13,4,2,80,2,0,5,3,6,2,2,4
29,No,Travel_Frequently,1165,Research & Development,5,1,Life Sciences,1,1579,3,Male,69,1,1,Manager,4,Married,17103,19295,0,Y,No,12,3,2,80,1,9,2,2,19,1,0,8
38,No,Travel_Rarely,1122,Research & Development,21,3,Medical,1,323,4,Female,77,2,3,Laboratory Technician,3,Divorced,3642,14869,0,Y,Yes,11,3,4,80,1,19,2,3,20,0,0,3
38,No,Travel_Rarely,1416,Research & Development,15,1,Medical,1,877,2,Female,46,2,2,Manager,2,Married,5752,26015,5,Y,No,11,3,3,80,1,11,2,3,6,9,10,5
33,No,Travel_Rarely,986,Research & Development,10,3,Medical,1,390,4,Male,88,4,2,Human Resources,3,Married,6256,16664,2,Y,No,13,3,1,80,2,13,3,3,10,2,2,2
40,No,Travel_Rarely,444,Research & Development,16,4,Medical,1,580,3,Male,80,2,1,Laboratory Technician,1,Married,3200,7349,7,Y,No,12,3,3,80,0,14,2,3,3,10,0,13
29,No,Travel_Rarely,878,Research & Development,16,2,Medical,1,330,4,Male,63,2,2,Research Scientist,4,Single,1009,5906,1,Y,No,14,3,3,80,0,9,1,2,4,0,4,11
40,No,Travel_Rarely,636,Human Resources,26,2,Medical,1,1244,4,Male,75,3,5,Healthcare Representative,1,Married,13516,20533,1,Y,Yes,13,3,3,80,3,7,6,2,0,2,0,4
34,No,Non-Travel,951,Research & Development,5,4,Medical,1,1127,4,Male,36,4,2,Healthcare Representative,4,Single,5317,15551,4,Y,No,19,3,3,80,0,7,2,3,6,3,0,7
54,No,Travel_Frequently,971,Research & Development,2,1,Life Sciences,1,1170,3,Male,35,2,4,Sales Executive,3,Married,3302,22293,2,Y,No,14,3,2,80,1,19,5,3,4,8,7,2
31,No,Travel_Rarely,1499,Research & Development,3,3,Life Sciences,1,237,4,Male,74,3,1,Sales Executive,1,Married,12036,4357,0,Y,No,14,4,1,80,3,13,3,3,3,0,0,3
32,No,Non-Travel,372,Research & Development,7,3,Technical Degree,1,942,1,Male,90,4,2,Research Director,4,Married,4737,7804,6,Y,Yes,16,4,4,80,2,11,3,3,5,9,0,10
40,No,Travel_Frequently,535,Sales,6,2,Life Sciences,1,725,4,Female,60,3,1,Research Scientist,2,Single,5631,11868,1,Y,No,12,4,4,80,0,14,4,3,8,3,1,3
45,No,Travel_Rarely,1483,Research & Development,1,3,Medical,1,1049,2,Male,53,2,1,Human Resources,4,Married,3294,7783,3,Y,No,14,3,2,80,0,5,2,4,0,8,6,0
30,No,Travel_Rarely,319,Research & Development,23,2,Technical Degree,1,1728,3,Male,86,3,2,Research Scientist,3,Married,4932,24026,4,Y,No,12,3,3,80,0,7,6,3,26,9,5,1
55,No,Travel_Rarely,1217,Sales,8,4,Medical,1,336,1,Male,55,3,3,Manager,1,Divorced,2643,2094,1,Y,No,15,4,4,80,0,6,3,3,6,1,7,0
55,No,Travel_Rarely,1249,Research & Development,2,3,Medical,1,471,3,Female,68,3,2,Research Director,1,Single,4338,25165,0,Y,No,16,3,2,80,2,2,5,2,6,2,4,10
47,No,Travel_Rarely,613,Research & Development,27,4,Medical,1,773,4,Male,89,3,2,Sales Executive,1,Single,4359,10217,2,Y,No,14,4,1,80,0,1,2,3,11,7,2,4
53,No,Travel_Rarely,102,Research & Development,1,3,Medical,1,1594,4,Male,56,3,2,Manager,4,Married,3155,10274,1,Y,No,12,4,4,80,1,3,1,3,13,1,2,4
25,No,Travel_Rarely,435,Sales,25,2,Medical,1,157,4,Male,67,3,1,Research Scientist,4,Married,5250,8843,0,Y,No,14,3,4,80,1,17,3,3,4,2,7,6
26,No,Travel_Frequently,307,Research & Development,18,2,Technical Degree,1,1535,2,Female,92,2,2,Laboratory Technician,3,Married,6918,19066,3,Y,No,14,3,1,80,1,1,3,3,9,4,0,8
41,No,Travel_Frequently,1444,Research & Development,1,3,Medical,1,779,2,Female,84,3,3,Research Scientist,3,Single,16513,20262,2,Y,No,11,4,2,80,0,14,4,2,30,0,9,12
30,No,Travel_Frequently,270,Sales,9,3,Marketing,1,1589,4,Male,49,3,4,Sales Executive,4,Single,4676,10117,1,Y,No,11,3,1,80,1,12,6,3,0,3,1,0
43,Yes,Travel_Rarely,926,Research & Development,4,2,Medical,1,1120,1,Female,36,3,5,Manager,3,Single,1405,24270,6,Y,Yes,12,3,2,80,3,27,1,3,2,8,0,6
52,No,Travel_Rarely,964,Sales,1,3,Marketing,1,1385,4,Male,67,3,4,Sales Executive,3,Single,2947,13600,0,Y,Yes,13,3,3,80,1,2,3,4,1,2,2,1
20,No,Non-Travel,930,Research & Development,13,3,Other,1,112,1,Male,57,4,2,Human Resources,2,Single,6589,2094,1,Y,No,14,4,3,80,1,11,1,3,4,8,0,7
35,Yes,Travel_Frequently,1057,Sales,3,3,Life Sciences,1,409,1,Female,73,3,3,Laboratory Technician,3,Single,5735,3248,2,Y,Yes,12,3,1,80,0,13,5,3,10,9,0,3
31,No,Travel_Rarely,303,Research & Development,2,4,Medical,1,1687,4,Male,92,3,2,Sales Executive,2,Divorced,3883,4230,1,Y,No,19,4,3,80,2,2,2,3,0,0,2,0
32,No,Travel_Rarely,510,Research & Development,4,3,Life Sciences,1,1406,3,Male,94,3,1,Manufacturing Director,4,Married,15599,8946,0,Y,No,18,3,3,80,1,10,4,3,4,1,7,8
51,No,Travel_Rarely,724,Human Resources,18,3,Technical Degree,1,1774,3,Male,76,3,2,Laboratory Technician,4,Single,4434,13130,4,Y,No,12,3,2,80,1,26,2,3,4,2,6,8
38,No,Travel_Rarely,655,Research & Development,10,3,Technical Degree,1,1,4,Male,43,3,2,Laboratory Technician,1,Divorced,2020,17973,0,Y,No,21,3,1,80,0,23,4,3,11,8,1,3
52,No,Travel_Rarely,997,Sales,27,3,Medical,1,375,3,Male,95,3,4,Manufacturing Director,2,Divorced,5938,8555,0,Y,No,23,3,4,80,0,3,1,3,0,4,4,3
25,No,Travel_Rarely,790,Research & Development,5,4,Life Sciences,1,1883,2,Male,81,2,2,Sales Executive,2,Single,8298,16437,1,Y,No,14,3,4,80,0,6,2,2,2,4,0,7
31,No,Travel_Rarely,142,Research & Development,21,2,Other,1,1187,3,Female,40,3,2,Research Scientist,1,Married,3858,6780,1,Y,No,11,3,4,80,1,14,2,1,7,2,3,3
24,No,Travel_Rarely,1041,Research & Development,19,3,Marketing,1,822,4,Male,85,3,1,Research Director,2,Married,6456,26670,0,Y,No,12,3,2,80,1,8,3,2,2,2,0,1
20,No,Travel_Rarely,563,Research & Development,7,3,Marketing,1,746,2,Male,89,3,2,Sales Executive,3,Married,2985,5383,4,Y,No,13,3,3,80,0,12,3,2,9,9,1,1
52,No,Travel_Frequently,650,Research & Development,2,2,Medical,1,1274,2,Male,43,3,2,Research Scientist,1,Divorced,4107,6656,1,Y,Yes,14,4,4,80,1,14,3,3,12,0,0,4
38,Yes,Travel_Rarely,1250,Research & Development,10,2,Medical,1,302,1,Male,36,2,2,Research Scientist,4,Divorced,5492,13823,9,Y,Yes,16,3,1,80,1,9,2,4,8,1,0,5
27,No,Travel_Rarely,989,Sales,5,3,Life Sciences,1,1174,1,Male,65,3,1,Sales Representative,4,Married,3978,9087,0,Y,Yes,19,3,3,80,2,37,3,3,1,0,2,9
41,No,Travel_Rarely,998,Research & Development,12,4,Life Sciences,1,976,2,Female,88,3,1,Healthcare Representative,4,Divorced,10434,13010,1,Y,No,12,3,1,80,2,6,5,3,6,7,6,4
27,No,Travel_Frequently,352,Research & Development,4,1,Technical Degree,1,1146,1,Female,32,3,2,Laboratory Technician,4,Divorced,9784,9728,1,Y,No,25,3,4,80,1,11,3,4,16,8,0,0
38,No,Travel_Frequently,686,Research & Development,18,4,Technical Degree,1,504,4,Male,90,3,3,Laboratory Technician,2,Married,1454,26726,4,Y,No,11,3,2,80,0,23,4,3,4,1,0,3
38,No,Travel_Rarely,865,Sales,25,5,Life Sciences,1,933,4,Male,69,3,1,Manager,3,Divorced,10114,21185,1,Y,Yes,13,3,1,80,1,7,3,1,19,3,2,6
41,No,Travel_Rarely,1122,Research & Development,2,4,Technical Degree,1,1716,3,Female,83,3,1,Healthcare Representative,3,Married,3675,11385,1,Y,Yes,13,4,3,80,0,17,6,3,0,3,4,1
28,No,Travel_Rarely,925,Research & Development,8,1,Marketing,1,509,1,Male,49,3,1,Human Resources,3,Single,9379,10307,2,Y,No,15,4,1,80,0,4,4,3,3,11,5,2
44,No,Non-Travel,304,Research & Development,1,3,Life Sciences,1,587,4,Female,75,3,1,Manufacturing Director,3,Married,3235,11044,3,Y,No,22,3,4,80,1,11,2,3,9,1,0,7
31,No,Travel_Rarely,102,Sales,14,3,Marketing,1,973,1,Male,52,3,1,Manager,3,Married,3007,25183,1,Y,No,21,3,1,80,0,27,2,4,5,11,6,9
32,No,Travel_Rarely,1257,Research & Development,7,2,Marketing,1,1260,1,Female,43,3,3,Laboratory Technician,4,Single,2304,4968,9,Y,No,15,3,4,80,2,4,6,3,11,7,10,9
55,No,Non-Travel,269,Sales,3,4,Medical,1,12,4,Male,50,2,1,Healthcare Representative,3,Married,2850,19517,0,Y,No,14,3,4,80,1,26,3,3,9,9,0,8
51,No,Travel_Rarely,686,Sales,28,2,Marketing,1,453,3,Male,48,1,1,Manufacturing Director,1,Single,2330,2947,4,Y,No,12,3,4,80,1,8,2,4,11,3,7,10
33,No,Travel_Rarely,251,Research & Development,6,2,Technical Degree,1,464,1,Female,82,1,2,Laboratory Technician,3,Single,18737,14583,1,Y,No,13,4,4,80,0,20,3,2,3,2,1,3
53,No,Travel_Rarely,1154,Research & Development,8,4,Marketing,1,1,1,Male,33,2,2,Healthcare Representative,4,Single,2787,20552,1,Y,No,11,4,1,80,1,5,1,3,7,2,1,4
49,No,Travel_Frequently,1401,Research & Development,7,3,Marketing,1,749,4,Male,45,2,2,Human Resources,3,Married,8258,19649,4,Y,Yes,11,4,4,80,3,3,0,3,4,11,2,1
28,Yes,Travel_Rarely,131,Research & Development,8,4,Technical Degree,1,1815,4,Male,37,3,3,Sales Executive,4,Single,2317,21123,2,Y,Yes,14,4,1,80,3,5,1,2,5,0,0,3
39,No,Travel_Rarely,680,Research & Development,1,2,Technical Degree,1,1145,4,Male,36,2,2,Sales Executive,1,Divorced,3605,17066,7,Y,No,15,3,2,80,0,3,3,2,2,9,2,0
34,No,Travel_Rarely,679,Research & Development,1,3,Marketing,1,879,3,Male,74,2,3,Research Scientist,2,Married,5739,17165,2,Y,No,11,3,4,80,1,8,3,3,5,0,0,6
19,Yes,Travel_Rarely,1208,Sales,11,3,Life Sciences,1,1051,2,Female,98,3,4,Manufacturing Director,3,Divorced,9565,24769,8,Y,Yes,12,3,4,80,1,23,2,2,0,2,1,0
53,Yes,Travel_Rarely,1459,Human Resources,22,1,Medical,1,942,2,Female,95,1,1,Laboratory Technician,1,Single,5057,14723,0,Y,Yes,11,3,2,80,0,9,3,3,4,7,1,1
35,Yes,Travel_Rarely,1208,Research & Development,29,4,Marketing,1,1769,4,Female,49,4,3,Research Scientist,1,Single,6528,10020,0,Y,Yes,22,3,3,80,1,4,3,3,8,5,0,6
36,No,Travel_Rarely,257,Sales,3,1,Marketing,1,2048,2,Male,30,3,1,Research Scientist,1,Married,3178,5885,1,Y,No,19,3,2,80,1,26,3,3,6,7,0,0
31,No,Travel_Rarely,763,Sales,17,3,Life Sciences,1,1386,4,Female,93,3,1,Healthcare Representative,4,Single,2652,13522,1,Y,No,17,3,3,80,2,6,2,3,6,2,0,2
36,No,Travel_Frequently,569,Human Resources,5,2,Marketing,1,1646,2,Female,54,1,1,Research Scientist,3,Married,5512,3651,0,Y,No,22,3,3,80,0,18,2,3,6,0,2,2
42,No,Travel_Rarely,943,Research & Development,9,3,Marketing,1,1055,2,Male,62,4,1,Manufacturing Director,3,Single,1009,2909,0,Y,No,14,3,1,80,0,6,6,3,0,5,1,2
33,No,Travel_Rarely,960,Research & Development,26,2,Life Sciences,1,1310,2,Female,38,3,2,Healthcare Representative,4,Divorced,4097,15493,4,Y,No,13,3,3,80,1,16,2,3,3,8,0,8
59,No,Travel_Rarely,935,Sales,19,3,Medical,1,590,3,Female,84,2,1,Laboratory Technician,4,Married,2402,18158,1,Y,No,17,3,1,80,1,8,3,4,3,10,1,4
53,No,Travel_Rarely,387,Human Resources,9,4,Medical,1,939,1,Male,59,3,3,Laboratory Technician,4,Married,7909,8355,0,Y,Yes,15,4,1,80,1,7,2,3,6,3,2,2
41,No,Travel_Rarely,748,Research & Development,1,4,Life Sciences,1,1519,1,Male,33,3,1,Healthcare Representative,4,Divorced,6053,7028,1,Y,No,15,3,3,80,2,9,4,3,8,3,5,2
53,No,Travel_Rarely,423,Research & Development,22,5,Medical,1,1097,2,Female,31,3,3,Research Director,1,Single,10703,16763,1,Y,No,24,3,2,80,0,27,2,2,7,4,1,3
26,No,Travel_Rarely,868,Research & Development,10,3,Marketing,1,2032,3,Male,80,3,1,Sales Executive,4,Divorced,5676,4386,0,Y,No,12,4,3,80,1,8,0,2,26,9,0,9
50,Yes,Travel_Frequently,594,Research & Development,14,3,Medical,1,1494,2,Female,80,2,1,Research Scientist,4,Single,2567,9014,0,Y,Yes,13,3,4,80,1,12,6,3,7,2,3,0
35,No,Travel_Rarely,1028,Sales,2,2,Technical Degree,1,678,3,Female,92,3,3,Laboratory Technician,4,Married,5962,5631,1,Y,Yes,14,3,3,80,1,14,4,3,37,1,8,1
43,No,Travel_Rarely,324,Sales,13,3,Life Sciences,1,992,3,Female,46,3,2,Laboratory Technician,4,Single,17733,9818,5,Y,No,16,4,1,80,1,13,2,3,19,9,2,17
32,No,Travel_Rarely,210,Research & Development,7,3,Life Sciences,1,912,3,Male,81,3,1,Sales Executive,2,Single,2053,24281,3,Y,No,11,3,4,80,2,1,3,3,14,0,2,2
49,No,Travel_Frequently,102,Research & Development,26,4,Medical,1,220,4,Male,94,4,3,Research Scientist,4,Married,2409,7604,1,Y,No,17,3,3,80,0,25,3,3,2,12,2,3
30,No,Travel_Frequently,456,Research & Development,21,3,Life Sciences,1,986,2,Male,88,2,2,Research Scientist,3,Married,1403,23763,1,Y,No,13,3,4,80,0,14,0,3,2,7,0,10
53,No,Travel_Rarely,955,Research & Development,12,3,Life Sciences,1,313,1,Male,91,3,2,Research Scientist,4,Married,19384,9803,4,Y,No,18,3,3,80,1,9,2,2,1,0,0,1
25,No,Travel_Rarely,122,Research & Development,3,3,Medical,1,1811,2,Male,33,3,1,Laboratory Technician,1,Married,3834,17372,3,Y,No,20,3,1,80,0,19,2,4,0,0,0,2
47,No,Travel_Rarely,210,Research & Development,3,4,Other,1,201,2,Male,34,2,1,Sales Executive,1,Divorced,5104,16551,4,Y,No,11,3,3,80,0,4,3,3,1,16,0,0
39,No,Travel_Rarely,1167,Sales,22,4,Marketing,1,1,3,Male,98,2,2,Healthcare Representative,4,Divorced,2005,7280,7,Y,No,14,3,3,80,3,11,4,2,13,7,3,7
25,Yes,Travel_Rarely,1044,Research & Development,1,5,Medical,1,1,2,Male,60,3,1,Laboratory Technician,2,Single,3658,4632,1,Y,Yes,13,3,2,80,2,9,2,2,12,9,0,6
27,Yes,Non-Travel,363,Research & Development,4,3,Medical,1,170,1,Male,36,3,1,Sales Executive,1,Single,4890,8296,1,Y,No,17,3,4,80,0,2,2,3,0,9,4,0
39,No,Travel_Rarely,332,Research & Development,4,3,Life Sciences,1,1,2,Female,42,3,1,Research Scientist,4,Single,19999,22295,8,Y,No,13,4,3,80,2,5,2,3,2,5,0,3
29,No,Non-Travel,329,Sales,26,3,Medical,1,2010,4,Male,87,3,1,Research Director,4,Married,3370,25198,2,Y,Yes,12,3,4,80,2,0,3,3,19,1,1,3
35,No,Travel_Frequently,420,Research & Development,1,2,Life Sciences,1,1662,4,Male,69,3,1,Research Scientist,1,Single,3412,4636,0,Y,No,15,3,2,80,1,13,2,3,1,6,2,2
44,No,Non-Travel,1149,Sales,28,1,Life Sciences,1,752,4,Male,39,2,2,Research Director,2,Married,19900,8601,4,Y,No,11,3,2,80,0,8,4,2,32,3,0,2
31,No,Travel_Rarely,669,Human Resources,8,2,Life Sciences,1,863,4,Male,37,3,2,Laboratory Technician,4,Single,3496,3763,6,Y,No,17,4,1,80,1,4,3,3,7,3,2,8
29,No,Travel_Frequently,531,Research & Development,7,1,Medical,1,244,1,Male,100,1,1,Manager,4,Single,2469,5859,1,Y,No,11,3,4,80,0,8,2,2,4,1,1,13
35,Yes,Travel_Rarely,533,Research & Development,7,2,Marketing,1,1296,4,Male,90,3,2,Research Scientist,3,Married,3024,11975,7,Y,Yes,11,3,4,80,0,7,3,2,2,0,0,1
41,Yes,Travel_Rarely,1166,Human Resources,1,2,Marketing,1,874,2,Female,49,1,2,Laboratory Technician,2,Married,5227,22407,7,Y,Yes,14,3,4,80,0,6,3,3,9,1,1,6
37,No,Travel_Frequently,1499,Research & Development,7,4,Life Sciences,1,1432,4,Male,95,2,5,Sales Executive,4,Divorced,2609,12539,1,Y,Yes,12,3,3,80,1,3,2,3,3,8,2,10
43,No,Non-Travel,1497,Sales,2,1,Life Sciences,1,1079,1,Female,90,3,1,Research Scientist,4,Single,6709,17439,0,Y,Yes,18,3,4,80,0,25,3,3,2,2,0,7
44,No,Travel_Rarely,1181,Research & Development,6,4,Life Sciences,1,1979,4,Female,88,2,5,Sales Executive,1,Married,16282,18230,8,Y,No,25,3,3,80,1,12,4,1,3,1,5,8
22,Yes,Travel_Rarely,1301,Research & Development,3,1,Medical,1,1582,2,Male,88,4,1,Research Scientist,1,Married,3508,6591,1,Y,Yes,16,3,4,80,1,14,3,2,19,1,2,0
32,No,Travel_Frequently,818,Human Resources,2,4,Life Sciences,1,379,2,Male,43,3,2,Research Scientist,4,Married,5676,7358,3,Y,No,23,4,4,80,0,4,3,3,5,9,0,2
27,No,Travel_Rarely,1230,Research & Development,18,4,Life Sciences,1,289,4,Male,51,3,3,Sales Executive,3,Married,11112,25227,4,Y,No,19,3,3,80,1,8,5,3,12,9,2,9
25,Yes,Travel_Rarely,1193,Sales,2,2,Medical,1,1879,1,Female,44,3,1,Sales Executive,1,Single,2639,3676,8,Y,Yes,15,3,4,80,0,4,2,3,4,2,0,1
39,No,Travel_Rarely,1185,Sales,26,3,Other,1,822,2,Male,95,3,2,Sales Executive,3,Single,4426,9410,1,Y,No,11,3,4,80,0,16,3,3,4,12,2,3
38,No,Non-Travel,890,Sales,8,3,Life Sciences,1,136,4,Female,77,3,1,Sales Representative,4,Single,7915,21929,1,Y,No,20,3,1,80,0,12,2,3,2,0,1,1
20,No,Travel_Frequently,102,Research & Development,1,3,Life Sciences,1,1488,1,Male,33,3,1,Research Director,4,Married,2208,19913,0,Y,No,17,4,3,80,1,11,2,3,20,10,5,11
49,No,Travel_Frequently,379,Sales,3,3,Life Sciences,1,533,1,Male,49,2,1,Research Director,4,Divorced,7844,4325,9,Y,No,17,3,3,80,0,22,3,4,9,1,1,2
32,No,Travel_Rarely,282,Research & Development,6,4,Life Sciences,1,1925,4,Male,72,3,1,Sales Representative,2,Single,1009,9849,3,Y,No,20,4,3,80,0,7,2,3,11,0,0,0
31,No,Travel_Rarely,211,Research & Development,12,3,Life Sciences,1,270,1,Male,93,3,3,Laboratory Technician,1,Single,5599,2602,9,Y,No,11,3,2,80,0,16,3,3,34,3,3,0
22,Yes,Travel_Rarely,868,Sales,16,3,Medical,1,1481,3,Male,89,3,4,Research Scientist,4,Single,13852,18888,1,Y,Yes,22,3,3,80,1,9,3,1,3,5,7,2
33,No,Non-Travel,397,Research & Development,7,4,Technical Degree,1,1367,4,Female,52,3,4,Manager,4,Married,3118,7771,0,Y,Yes,19,3,4,80,1,10,2,3,2,8,0,8
28,Yes,Travel_Rarely,1392,Research & Development,8,3,Life Sciences,1,842,3,Male,78,2,1,Manufacturing Director,4,Single,11564,14624,3,Y,Yes,24,3,4,80,0,17,2,2,6,6,2,3
30,No,Travel_Frequently,544,Research & Development,7,3,Technical Degree,1,127,2,Female,61,3,1,Research Scientist,4,Married,17932,4656,0,Y,No,11,3,3,80,3,19,2,3,1,8,0,0
51,Yes,Travel_Rarely,1364,Research & Development,29,4,Medical,1,957,2,Female,78,3,2,Laboratory Technician,3,Single,4051,16879,2,Y,Yes,14,3,4,80,0,7,3,3,4,3,1,11
27,Yes,Travel_Rarely,644,Research & Development,2,4,Marketing,1,766,3,Male,74,2,1,Human Resources,1,Divorced,3826,20876,1,Y,Yes,22,4,1,80,0,9,2,2,9,15,0,6
47,No,Travel_Rarely,147,Sales,22,5,Medical,1,1966,4,Female,94,3,1,Sales Representative,4,Single,3271,17217,1,Y,No,11,3,1,80,0,20,3,3,13,7,3,6
42,Yes,Travel_Rarely,108,Sales,28,2,Technical Degree,1,1620,2,Male,85,2,1,Research Director,3,Divorced,13022,25897,9,Y,Yes,14,3,2,80,0,6,3,4,1,0,15,7
44,No,Travel_Rarely,393,Sales,25,2,Life Sciences,1,1342,3,Female,46,3,1,Healthcare Representative,4,Married,17877,15553,4,Y,No,25,4,2,80,1,5,2,3,4,1,0,10
24,No,Travel_Rarely,660,Research & Development,10,4,Technical Degree,1,975,3,Male,46,2,2,Manager,4,Married,8769,10830,1,Y,No,13,3,4,80,0,10,2,3,5,7,0,4
35,Yes,Travel_Rarely,409,Research & Development,1,2,Medical,1,1083,1,Male,65,2,4,Sales Representative,1,Married,4192,13860,4,Y,Yes,22,3,3,80,0,6,3,1,11,6,1,2
34,Yes,Travel_Rarely,312,Research & Development,9,3,Medical,1,473,1,Male,46,2,2,Research Scientist,1,Married,4322,23402,3,Y,Yes,13,3,4,80,0,3,2,3,15,1,0,2
41,No,Travel_Rarely,1277,Research & Development,8,3,Medical,1,1218,1,Female,67,2,2,Research Scientist,4,Divorced,6757,10613,2,Y,No,11,3,4,80,0,1,2,3,6,7,0,4
37,No,Travel_Rarely,1062,Research & Development,1,1,Life Sciences,1,1404,4,Male,31,3,2,Sales Executive,1,Single,4780,12605,0,Y,No,22,3,3,80,1,1,4,3,6,1,1,10
29,No,Travel_Rarely,102,Research & Development,26,3,Marketing,1,1706,3,Male,95,3,1,Laboratory Technician,3,Divorced,2404,7559,3,Y,No,13,3,4,80,3,22,1,2,1,2,3,3
19,Yes,Travel_Rarely,264,Research & Development,3,3,Medical,1,2068,1,Male,60,3,2,Sales Executive,1,Single,7978,15635,9,Y,Yes,15,4,3,80,0,5,3,3,3,7,2,7
38,No,Travel_Rarely,921,Research & Development,2,3,Medical,1,946,3,Male,69,3,2,Manufacturing Director,4,Single,10567,18662,5,Y,No,12,3,4,80,1,6,3,2,7,2,1,1
49,No,Travel_Frequently,924,Sales,13,3,Medical,1,809,4,Female,82,2,2,Research Scientist,1,Married,3621,12527,7,Y,No,18,3,3,80,1,1,3,2,0,3,4,4
41,No,Travel_Rarely,1333,Research & Development,20,2,Other,1,1201,2,Female,32,2,2,Laboratory Technician,4,Divorced,6769,24269,1,Y,No,23,3,3,80,0,21,4,3,6,0,2,7
35,No,Travel_Rarely,635,Research & Development,20,4,Medical,1,914,1,Female,41,2,2,Sales Representative,4,Divorced,6577,7288,2,Y,No,11,3,3,80,1,4,2,2,9,8,0,0
35,No,Travel_Rarely,333,Research & Development,8,3,Life Sciences,1,228,3,Female,37,3,3,Research Scientist,3,Married,6317,20389,1,Y,No,15,4,3,80,1,2,3,2,11,2,7,1
42,No,Non-Travel,1280,Research & Development,1,2,Medical,1,1652,3,Female,32,2,3,Healthcare Representative,3,Single,2274,20705,1,Y,No,16,3,4,80,1,5,3,1,17,4,1,3
55,No,Travel_Frequently,685,Research & Development,11,5,Life Sciences,1,1213,4,Male,88,3,2,Sales Executive,1,Married,4038,11453,0,Y,No,15,3,3,80,1,5,0,3,4,3,0,12
23,No,Travel_Rarely,381,Sales,1,3,Life Sciences,1,340,1,Male,79,4,1,Laboratory Technician,4,Married,4069,24370,8,Y,No,13,3,4,80,0,9,2,3,5,11,1,1
41,No,Travel_Rarely,378,Research & Development,1,2,Technical Degree,1,1237,1,Male,86,4,5,Sales Representative,3,Married,1659,19741,1,Y,No,19,3,4,80,2,7,2,3,19,0,0,2
41,No,Travel_Rarely,561,Sales,7,4,Medical,1,236,2,Male,33,2,1,Laboratory Technician,2,Married,4436,4755,1,Y,No,11,3,4,80,1,8,2,2,13,1,1,9
36,Yes,Travel_Rarely,459,Research & Development,5,3,Life Sciences,1,1451,4,Female,71,3,1,Research Scientist,2,Single,3525,16777,5,Y,Yes,14,4,2,80,1,1,6,4,0,0,1,0
